ticket_id,order_id,ticket_status,message,channel
T501222,,open,"Order O212135 arrived damaged, the zip is broken",email
T501223,O206656,Open,Where is my order O206656?? It is 2 weeks late!!!,chat
T501224,O220474,Open,"the tent O220474 leaked on first use, very disappointed",phone
T501225,O206888,pending,"the tent O206888 leaked on first use, very disappointed",email
T501226,O203913,pending,  RETURN REQUEST: item not as described  ,phone
T501227,,closed,Where is my order O205985?? It is 2 weeks late!!!,phone
T501228,O216162,Open,Where is my order O216162?? It is 2 weeks late!!!,phone
T501229,O203951,Open,"Order O203951 arrived damaged, the zip is broken",phone
T501230,,open,  RETURN REQUEST: item not as described  ,chat
T501231,O203775,closed,Can I change the delivery address for O203775?,email
T501232,,pending,"Great service, jacket fits perfectly. thanks",phone
T501233,O217124,open,"I want a refund for O217124, wrong size delivered",chat
T501234,O224222,pending,Where is my order O224222?? It is 2 weeks late!!!,email
T501235,O225132,open,Can I change the delivery address for O225132?,email
T501236,O214425,closed,  RETURN REQUEST: item not as described  ,email
T501237,O212715,pending,Can I change the delivery address for O212715?,email
T501238,O220559,open,"Cancel order O220559 please, ordered by mistake",phone
T501239,O207725,pending,"Cancel order O207725 please, ordered by mistake",chat
T501240,O206854,Open,Where is my order O206854?? It is 2 weeks late!!!,chat
T501241,O218479,open,  RETURN REQUEST: item not as described  ,phone
T501242,O211813,closed,"Cancel order O211813 please, ordered by mistake",chat
T501243,O221384,pending,"Great service, jacket fits perfectly. thanks",phone
T501244,O201844,closed,"Cancel order O201844 please, ordered by mistake",chat
T501245,,closed,"the tent O215867 leaked on first use, very disappointed",email
T501246,O224820,pending,Where is my order O224820?? It is 2 weeks late!!!,phone
T501247,,open,"Order O216813 arrived damaged, the zip is broken",email
T501248,O216735,closed,"I want a refund for O216735, wrong size delivered",email
T501249,O219393,open,Where is my order O219393?? It is 2 weeks late!!!,phone
T501250,O219012,open,  RETURN REQUEST: item not as described  ,phone
T501251,O201557,Open,Where is my order O201557?? It is 2 weeks late!!!,email
T501252,,Open,"I want a refund for O204038, wrong size delivered",email
T501253,O225948,closed,"I want a refund for O225948, wrong size delivered",email
T501254,O215336,Open,Can I change the delivery address for O215336?,email
T501255,O223699,closed,Where is my order O223699?? It is 2 weeks late!!!,chat
T501256,O224399,pending,"Cancel order O224399 please, ordered by mistake",phone
T501257,O211658,closed,Where is my order O211658?? It is 2 weeks late!!!,phone
T501258,,closed,  RETURN REQUEST: item not as described  ,email
T501259,O212368,closed,Where is my order O212368?? It is 2 weeks late!!!,chat
T501260,O214770,Open,"Order O214770 arrived damaged, the zip is broken",email
T501261,O212611,open,Can I change the delivery address for O212611?,phone
T501262,O206005,Open,"I want a refund for O206005, wrong size delivered",email
T501263,O203572,open,"I want a refund for O203572, wrong size delivered",chat
T501264,O210905,closed,"I want a refund for O210905, wrong size delivered",email
T501265,O223532,closed,Can I change the delivery address for O223532?,phone
T501266,O223798,pending,"I want a refund for O223798, wrong size delivered",email
T501267,O200777,Open,  RETURN REQUEST: item not as described  ,phone
T501268,O209664,pending,Where is my order O209664?? It is 2 weeks late!!!,email
T501269,O216740,closed,"Order O216740 arrived damaged, the zip is broken",email
T501270,O221792,open,Can I change the delivery address for O221792?,chat
T501271,O211837,closed,Where is my order O211837?? It is 2 weeks late!!!,email
T501272,O219571,pending,Can I change the delivery address for O219571?,phone
T501273,O225978,closed,"Cancel order O225978 please, ordered by mistake",email
T501274,O224057,open,"Cancel order O224057 please, ordered by mistake",phone
T501275,O209478,open,"I want a refund for O209478, wrong size delivered",chat
T501276,O208437,pending,Where is my order O208437?? It is 2 weeks late!!!,email
T501277,O210922,closed,"the tent O210922 leaked on first use, very disappointed",phone
T501278,O222171,pending,"Cancel order O222171 please, ordered by mistake",phone
T501279,O222957,Open,"the tent O222957 leaked on first use, very disappointed",phone
T501280,O209430,Open,"Cancel order O209430 please, ordered by mistake",email
T501281,O206033,Open,"Cancel order O206033 please, ordered by mistake",email
T501282,O207294,Open,"I want a refund for O207294, wrong size delivered",email
T501283,O203351,pending,"the tent O203351 leaked on first use, very disappointed",phone
T501284,O200164,closed,"the tent O200164 leaked on first use, very disappointed",chat
T501285,O211949,Open,"the tent O211949 leaked on first use, very disappointed",chat
T501286,O222898,pending,"Great service, jacket fits perfectly. thanks",email
T501287,,Open,  RETURN REQUEST: item not as described  ,chat
T501288,O207794,Open,"Order O207794 arrived damaged, the zip is broken",chat
T501289,O202468,pending,  RETURN REQUEST: item not as described  ,email
T501290,,pending,Where is my order O218925?? It is 2 weeks late!!!,phone
T501291,O217471,pending,"the tent O217471 leaked on first use, very disappointed",chat
T501292,O204394,open,"Cancel order O204394 please, ordered by mistake",phone
T501293,O225076,closed,"Order O225076 arrived damaged, the zip is broken",phone
T501294,O200461,pending,"Great service, jacket fits perfectly. thanks",chat
T501295,O220165,closed,Can I change the delivery address for O220165?,chat
T501296,O207687,pending,"Cancel order O207687 please, ordered by mistake",phone
T501297,O213476,open,"Order O213476 arrived damaged, the zip is broken",phone
T501298,O224795,open,"Order O224795 arrived damaged, the zip is broken",email
T501299,O202636,pending,Where is my order O202636?? It is 2 weeks late!!!,chat
T501300,O212960,pending,  RETURN REQUEST: item not as described  ,chat
T501301,O217257,open,"the tent O217257 leaked on first use, very disappointed",chat
T501302,O200428,Open,"Order O200428 arrived damaged, the zip is broken",chat
T501303,O224682,closed,"Great service, jacket fits perfectly. thanks",email
T501304,,Open,"Great service, jacket fits perfectly. thanks",email
T501305,O212806,pending,Can I change the delivery address for O212806?,chat
T501306,,pending,Where is my order O200741?? It is 2 weeks late!!!,phone
T501307,O219619,closed,Where is my order O219619?? It is 2 weeks late!!!,email
T501308,O202605,open,  RETURN REQUEST: item not as described  ,phone
T501309,O211099,closed,Can I change the delivery address for O211099?,email
T501310,O209102,Open,  RETURN REQUEST: item not as described  ,chat
T501311,O221275,pending,"I want a refund for O221275, wrong size delivered",phone
T501312,O212784,open,"Great service, jacket fits perfectly. thanks",phone
T501313,O222901,pending,"Cancel order O222901 please, ordered by mistake",email
T501314,O204044,closed,"the tent O204044 leaked on first use, very disappointed",email
T501315,,pending,"Cancel order O201195 please, ordered by mistake",phone
T501316,O203312,open,  RETURN REQUEST: item not as described  ,email
T501317,O222800,open,"the tent O222800 leaked on first use, very disappointed",email
T501318,O206910,open,"Great service, jacket fits perfectly. thanks",phone
T501319,O205730,open,"I want a refund for O205730, wrong size delivered",email
T501320,O217397,open,"Cancel order O217397 please, ordered by mistake",phone
T501321,O208065,Open,"I want a refund for O208065, wrong size delivered",phone
T501322,O208291,pending,"Great service, jacket fits perfectly. thanks",phone
T501323,O214405,open,"Great service, jacket fits perfectly. thanks",email
T501324,O209516,closed,"Cancel order O209516 please, ordered by mistake",email
T501325,O225529,pending,Where is my order O225529?? It is 2 weeks late!!!,email
T501326,O215361,open,Where is my order O215361?? It is 2 weeks late!!!,email
T501327,O225783,closed,Can I change the delivery address for O225783?,phone
T501328,O211827,closed,"Cancel order O211827 please, ordered by mistake",phone
T501329,O213557,pending,Can I change the delivery address for O213557?,email
T501330,,open,"Order O208470 arrived damaged, the zip is broken",phone
T501331,O222836,pending,"Cancel order O222836 please, ordered by mistake",phone
T501332,O218994,closed,"Cancel order O218994 please, ordered by mistake",email
T501333,O211542,open,"I want a refund for O211542, wrong size delivered",phone
T501334,O208112,open,"Cancel order O208112 please, ordered by mistake",chat
T501335,O221764,pending,"I want a refund for O221764, wrong size delivered",phone
T501336,O219151,closed,"Great service, jacket fits perfectly. thanks",phone
T501337,O220814,open,"Cancel order O220814 please, ordered by mistake",email
T501338,O210182,closed,"Order O210182 arrived damaged, the zip is broken",phone
T501339,O223496,Open,"Order O223496 arrived damaged, the zip is broken",chat
T501340,O215611,pending,"the tent O215611 leaked on first use, very disappointed",email
T501341,O204148,pending,"Order O204148 arrived damaged, the zip is broken",email
T501342,O219745,Open,"Great service, jacket fits perfectly. thanks",chat
T501343,O204712,open,"Cancel order O204712 please, ordered by mistake",phone
T501344,O221422,open,"the tent O221422 leaked on first use, very disappointed",phone
T501345,O219042,pending,"I want a refund for O219042, wrong size delivered",email
T501346,O209376,open,"Cancel order O209376 please, ordered by mistake",email
T501347,O216167,pending,"I want a refund for O216167, wrong size delivered",email
T501348,O208170,Open,"Great service, jacket fits perfectly. thanks",phone
T501349,O208388,Open,  RETURN REQUEST: item not as described  ,phone
T501350,O219935,pending,"Order O219935 arrived damaged, the zip is broken",phone
T501351,O218440,open,"Order O218440 arrived damaged, the zip is broken",email
T501352,O211875,open,Can I change the delivery address for O211875?,phone
T501353,O207244,closed,"Order O207244 arrived damaged, the zip is broken",email
T501354,O201832,pending,"Cancel order O201832 please, ordered by mistake",email
T501355,O217736,pending,"Cancel order O217736 please, ordered by mistake",chat
T501356,O221657,Open,Where is my order O221657?? It is 2 weeks late!!!,chat
T501357,O222427,closed,"Cancel order O222427 please, ordered by mistake",chat
T501358,O221890,pending,"Order O221890 arrived damaged, the zip is broken",phone
T501359,O209156,pending,  RETURN REQUEST: item not as described  ,phone
T501360,O221077,closed,Where is my order O221077?? It is 2 weeks late!!!,chat
T501361,O220920,closed,"Great service, jacket fits perfectly. thanks",email
T501362,O216906,closed,"Great service, jacket fits perfectly. thanks",email
T501363,O218018,pending,"the tent O218018 leaked on first use, very disappointed",phone
T501364,O202165,closed,Can I change the delivery address for O202165?,email
T501365,O203820,open,"the tent O203820 leaked on first use, very disappointed",email
T501366,O224616,closed,"Order O224616 arrived damaged, the zip is broken",phone
T501367,O214021,closed,"Order O214021 arrived damaged, the zip is broken",phone
T501368,O215378,Open,Where is my order O215378?? It is 2 weeks late!!!,phone
T501369,O218497,pending,"Order O218497 arrived damaged, the zip is broken",phone
T501370,O203538,open,Where is my order O203538?? It is 2 weeks late!!!,chat
T501371,,Open,"Cancel order O212500 please, ordered by mistake",phone
T501372,,Open,Can I change the delivery address for O202832?,email
T501373,O204171,open,Where is my order O204171?? It is 2 weeks late!!!,email
T501374,O223751,pending,"the tent O223751 leaked on first use, very disappointed",chat
T501375,O203644,open,"I want a refund for O203644, wrong size delivered",phone
T501376,O208641,pending,"Cancel order O208641 please, ordered by mistake",phone
T501377,O209498,closed,"Great service, jacket fits perfectly. thanks",phone
T501378,O200136,closed,Can I change the delivery address for O200136?,email
