show_id,type,title,country,release_year,rating,duration,date_added,listed_in
s852,Movie,Title 852,Japan,1969,PG,6 Seasons,"June 18, 2021","Kids' TV, Children"
s853,Movie,Title 853,India,2009,nan,158 min,"June 01, 2013","Dramas, International"
s854,Movie,Title 854,Japan,1969,R,122 min,"August 03, 2023",Documentaries
s855,tv show,Title 855,,2007,PG-13,2 Seasons,"September 19, 2023",Comedies
s856,Movie,Title 856,us,1962,nan,6 Seasons,"July 13, 2016",Comedies
s857,TV Show,Title 857,,2018,PG,130 min,"March 26, 2022",Comedies
s858,tv show,Title 858,United Kingdom,1971,TV-14,6 Seasons,"July 30, 2016",Documentaries
s859,movie,Title 859,us,2011,PG,60 min,"February 07, 2016","Kids' TV, Children"
s860,Movie,Title 860,India,1970,TV-PG,140 min,"May 28, 2008",Action & Adventure
s861,Movie,Title 861,,1969,R,174 min,"February 18, 2014",Action & Adventure
s862,TV Show,Title 862,United States,2002,nan,2 Seasons,"June 03, 2016","Kids' TV, Children"
s863,TV Show,Title 863,South Korea,1961,TV-PG,167 min,"February 05, 2010",Documentaries
s864,Movie,Title 864,United Kingdom,1972,TV-PG,1 Seasons,"April 06, 2017",Comedies
s865,Movie,Title 865,Japan,1998,TV-PG,60 min,"December 08, 2013",Comedies
s866,Movie,Title 866,,1958,TV-MA,174 min,"January 29, 2023","Kids' TV, Children"
s867,Movie,Title 867,Japan,1974,R,99 min,"March 26, 2011","Kids' TV, Children"
s868,Movie,Title 868,us,1984,TV-14,167 min,"July 15, 2022","Kids' TV, Children"
s869,Movie,Title 869,,1997,nan,124 min,"July 17, 2021","Kids' TV, Children"
s870,Movie,Title 870,India,1969,TV-MA,5 Seasons,"January 09, 2009","Kids' TV, Children"
s871,Movie,Title 871,United States,1994,R,1 Seasons,"February 04, 2020",Documentaries
s872,Movie,Title 872,,2003,PG-13,139 min,"May 01, 2010",Action & Adventure
s873,Movie,Title 873,South Korea,1980,TV-MA,4 Seasons,"July 26, 2014",Documentaries
s874,movie,Title 874,United States,1970,TV-PG,70 min,"April 13, 2014",Action & Adventure
s875,Movie,Title 875,us,1972,TV-PG,109 min,"February 14, 2010","Dramas, International"
s876,Movie,Title 876,South Korea,1993,TV-14,4 Seasons,"October 23, 2020","Kids' TV, Children"
s877,TV Show,Title 877,us,1955,TV-MA,138 min,"December 15, 2019",Documentaries
s878,Movie,Title 878,Japan,1967,R,130 min,"September 24, 2010",Documentaries
s879,Movie,Title 879,United Kingdom,1962,TV-MA,151 min,"July 10, 2014",Action & Adventure
s880,tv show,Title 880,us,1988,TV-MA,6 Seasons,"September 18, 2020",Action & Adventure
s881,TV Show,Title 881,United Kingdom,2012,R,8 Seasons,"December 13, 2019",Comedies
s882,TV Show,Title 882,United Kingdom,2015,PG,2 Seasons,"September 26, 2017","Dramas, International"
s883,Movie,Title 883,,2001,TV-14,8 Seasons,"April 15, 2017","Dramas, International"
s884,Movie,Title 884,,1976,TV-MA,1 Seasons,"June 01, 2022",Comedies
s885,Movie,Title 885,India,1958,nan,72 min,"November 24, 2017","Dramas, International"
s886,Movie,Title 886,United States,1991,TV-PG,175 min,"August 16, 2013",Documentaries
s887,Movie,Title 887,South Korea,1968,R,1 Seasons,"July 23, 2015",Comedies
s888,Movie,Title 888,United States,1985,PG,7 Seasons,"August 11, 2014",Action & Adventure
s889,TV Show,Title 889,us,1996,PG-13,95 min,"July 21, 2010",Documentaries
s890,Movie,Title 890,us,1959,TV-14,2 Seasons,"December 27, 2008","Dramas, International"
s891,Movie,Title 891,Japan,1961,TV-14,2 Seasons,"February 02, 2023","Kids' TV, Children"
s892,movie,Title 892,United Kingdom,1956,PG,158 min,"July 05, 2016","Kids' TV, Children"
s893,Movie,Title 893,United States,2019,nan,74 min,"March 20, 2024",Documentaries
s894,Movie,Title 894,United Kingdom,2013,PG-13,7 Seasons,"September 21, 2020",Documentaries
s895,Movie,Title 895,South Korea,1968,TV-14,96 min,"April 22, 2020",Documentaries
s896,TV Show,Title 896,us,1978,R,2 Seasons,"June 06, 2016","Dramas, International"
s897,TV Show,Title 897,,1997,TV-MA,72 min,"February 08, 2016","Dramas, International"
s898,Movie,Title 898,United States,2003,R,7 Seasons,"July 25, 2016","Dramas, International"
s899,TV Show,Title 899,South Korea,1982,PG,94 min,"August 28, 2020",Comedies
s900,Movie,Title 900,South Korea,1983,TV-14,4 Seasons,"January 13, 2023",Comedies
s901,Movie,Title 901,United States,2004,PG-13,6 Seasons,"October 22, 2012",Comedies
s902,Movie,Title 902,Japan,2013,PG-13,100 min,"August 05, 2020","Kids' TV, Children"
s903,movie,Title 903,,1964,TV-PG,1 Seasons,"November 15, 2021","Dramas, International"
s904,TV Show,Title 904,United States,1968,TV-PG,2 Seasons,"February 28, 2013","Kids' TV, Children"
s905,TV Show,Title 905,United Kingdom,2007,PG,138 min,"May 17, 2016","Kids' TV, Children"
s906,Movie,Title 906,,1988,nan,5 Seasons,"July 09, 2023",Action & Adventure
s907,Movie,Title 907,South Korea,1967,R,141 min,"November 02, 2016",Comedies
s908,TV Show,Title 908,us,1993,TV-PG,133 min,"November 27, 2019",Comedies
s909,Movie,Title 909,United Kingdom,1958,TV-14,67 min,"February 25, 2009",Action & Adventure
s910,Movie,Title 910,Japan,2010,R,5 Seasons,"December 11, 2012","Kids' TV, Children"
s911,TV Show,Title 911,United Kingdom,1979,PG-13,83 min,"March 07, 2009",Action & Adventure
s912,TV Show,Title 912,,1957,nan,71 min,"June 22, 2011","Dramas, International"
s913,TV Show,Title 913,United States,2020,R,2 Seasons,"April 07, 2011","Dramas, International"
s914,Movie,Title 914,South Korea,1980,TV-MA,7 Seasons,"February 06, 2019",Comedies
s915,Movie,Title 915,India,2011,TV-PG,109 min,"February 18, 2010",Action & Adventure
s916,Movie,Title 916,United States,1988,nan,3 Seasons,"April 29, 2016",Action & Adventure
s917,TV Show,Title 917,United States,1957,TV-PG,4 Seasons,"July 28, 2008",Action & Adventure
s918,tv show,Title 918,South Korea,1996,TV-MA,3 Seasons,"November 02, 2017",Comedies
s919,Movie,Title 919,South Korea,1961,PG-13,5 Seasons,"June 17, 2018",Comedies
s920,TV Show,Title 920,us,1964,nan,136 min,"February 14, 2010",Comedies
s921,Movie,Title 921,,2021,TV-MA,134 min,"July 30, 2010",Action & Adventure
s922,Movie,Title 922,India,1993,TV-PG,82 min,"July 30, 2020",Documentaries
s923,Movie,Title 923,South Korea,1972,PG-13,109 min,"December 05, 2021","Kids' TV, Children"
s924,Movie,Title 924,United Kingdom,2003,PG-13,8 Seasons,"February 21, 2022","Kids' TV, Children"
s925,Movie,Title 925,Japan,1995,PG,127 min,"March 19, 2018",Comedies
s926,Movie,Title 926,United Kingdom,2006,TV-PG,6 Seasons,"November 23, 2014",Documentaries
s927,TV Show,Title 927,United States,2001,PG,161 min,"November 19, 2019","Dramas, International"
s928,Movie,Title 928,South Korea,1970,nan,154 min,"January 01, 2013","Dramas, International"
s929,TV Show,Title 929,,1982,TV-14,8 Seasons,"February 24, 2017","Dramas, International"
s930,TV Show,Title 930,us,1985,TV-14,100 min,"January 06, 2024",Comedies
s931,Movie,Title 931,South Korea,1967,PG-13,4 Seasons,"August 28, 2011","Dramas, International"
s932,Movie,Title 932,United States,1975,PG,111 min,"January 06, 2024",Documentaries
s933,movie,Title 933,us,1999,R,4 Seasons,"December 05, 2019","Dramas, International"
s934,Movie,Title 934,,1982,TV-MA,90 min,"January 18, 2010",Documentaries
s935,Movie,Title 935,United Kingdom,1978,R,4 Seasons,"January 25, 2022",Comedies
s936,Movie,Title 936,us,1980,PG,3 Seasons,"November 17, 2016","Kids' TV, Children"
s937,tv show,Title 937,India,1966,PG,7 Seasons,"April 13, 2022","Kids' TV, Children"
s938,Movie,Title 938,,2021,TV-MA,109 min,"March 06, 2015",Documentaries
s939,Movie,Title 939,India,2002,nan,87 min,"April 11, 2013","Kids' TV, Children"
s940,Movie,Title 940,United States,1955,PG,7 Seasons,"August 08, 2012",Action & Adventure
s941,Movie,Title 941,,2010,PG-13,149 min,"July 07, 2020","Dramas, International"
s942,Movie,Title 942,South Korea,2021,TV-MA,5 Seasons,"July 10, 2016",Action & Adventure
s943,movie,Title 943,us,2012,PG,2 Seasons,"February 14, 2012","Dramas, International"
s944,movie,Title 944,South Korea,1957,PG-13,7 Seasons,"December 22, 2018",Documentaries
s945,Movie,Title 945,us,1971,TV-PG,6 Seasons,"September 06, 2009","Kids' TV, Children"
s946,Movie,Title 946,United States,1960,nan,1 Seasons,"January 08, 2014",Documentaries
s947,Movie,Title 947,,1955,PG,8 Seasons,"March 15, 2014",Comedies
s948,TV Show,Title 948,us,1969,PG-13,3 Seasons,"January 19, 2013",Documentaries
s949,TV Show,Title 949,United States,2020,TV-MA,132 min,"January 24, 2017","Dramas, International"
s950,TV Show,Title 950,United States,1975,nan,64 min,"March 07, 2022","Dramas, International"
s951,Movie,Title 951,United States,1994,TV-MA,7 Seasons,"March 01, 2011",Comedies
s952,Movie,Title 952,us,2015,R,169 min,"October 22, 2018","Dramas, International"
s953,TV Show,Title 953,Japan,2021,PG-13,7 Seasons,"August 27, 2010",Action & Adventure
s954,Movie,Title 954,United States,2013,TV-14,67 min,"January 06, 2013","Dramas, International"
s955,TV Show,Title 955,Japan,1958,R,2 Seasons,"November 12, 2023","Kids' TV, Children"
s956,Movie,Title 956,South Korea,2020,nan,125 min,"July 26, 2010","Dramas, International"
s957,Movie,Title 957,South Korea,1993,PG-13,65 min,"March 27, 2008",Comedies
s958,tv show,Title 958,India,1982,TV-14,6 Seasons,"April 27, 2014","Dramas, International"
s959,Movie,Title 959,India,2002,PG-13,7 Seasons,"March 13, 2019",Documentaries
s960,Movie,Title 960,Japan,1956,PG,2 Seasons,"June 05, 2023",Comedies
s961,Movie,Title 961,,1996,TV-14,78 min,"January 28, 2019","Dramas, International"
s962,TV Show,Title 962,Japan,1998,nan,8 Seasons,"August 24, 2021","Dramas, International"
s963,Movie,Title 963,Japan,1963,TV-14,168 min,"October 05, 2015",Comedies
s964,Movie,Title 964,United Kingdom,2017,nan,177 min,"June 14, 2011","Kids' TV, Children"
s965,Movie,Title 965,South Korea,1962,PG-13,3 Seasons,"May 07, 2016","Kids' TV, Children"
s966,Movie,Title 966,India,1962,R,2 Seasons,"December 15, 2017",Documentaries
s967,Movie,Title 967,Japan,1984,PG-13,159 min,"August 28, 2012",Documentaries
s968,Movie,Title 968,South Korea,2012,TV-14,2 Seasons,"February 01, 2008","Dramas, International"
s969,Movie,Title 969,Japan,1983,PG-13,3 Seasons,"November 19, 2017","Dramas, International"
s970,TV Show,Title 970,United States,1955,R,137 min,"November 25, 2022",Action & Adventure
s971,Movie,Title 971,India,1994,PG,1 Seasons,"February 06, 2019","Dramas, International"
s972,movie,Title 972,India,2006,PG-13,121 min,"June 23, 2023",Action & Adventure
s973,tv show,Title 973,South Korea,1983,TV-MA,2 Seasons,"August 22, 2022",Documentaries
s974,Movie,Title 974,United Kingdom,1989,PG-13,5 Seasons,"July 22, 2011","Kids' TV, Children"
s975,Movie,Title 975,India,2019,nan,1 Seasons,"February 02, 2019",Action & Adventure
s976,TV Show,Title 976,Japan,2018,PG-13,134 min,"August 17, 2013",Comedies
s977,Movie,Title 977,us,1991,TV-PG,7 Seasons,"December 26, 2018","Kids' TV, Children"
s978,TV Show,Title 978,United Kingdom,2016,TV-14,174 min,"December 11, 2012",Comedies
s979,Movie,Title 979,United States,1967,TV-14,4 Seasons,"June 21, 2008",Action & Adventure
s980,TV Show,Title 980,United States,1958,TV-MA,152 min,"January 21, 2011",Action & Adventure
s981,Movie,Title 981,United Kingdom,2000,R,177 min,"February 19, 2009",Documentaries
s982,TV Show,Title 982,us,1989,TV-PG,97 min,"March 24, 2019",Action & Adventure
s983,movie,Title 983,United States,1971,R,107 min,"October 16, 2021","Dramas, International"
s984,Movie,Title 984,,1971,TV-MA,6 Seasons,"March 10, 2014",Action & Adventure
s985,TV Show,Title 985,India,1979,nan,100 min,"March 23, 2014","Dramas, International"
s986,Movie,Title 986,Japan,1985,PG,113 min,"January 31, 2008","Kids' TV, Children"
s987,Movie,Title 987,Japan,2004,TV-PG,1 Seasons,"August 13, 2021","Dramas, International"
s988,Movie,Title 988,us,1959,PG-13,8 Seasons,"August 10, 2011","Kids' TV, Children"
s989,Movie,Title 989,Japan,1972,TV-14,125 min,"April 09, 2010","Dramas, International"
s990,Movie,Title 990,United Kingdom,1980,PG,4 Seasons,"November 09, 2018","Dramas, International"
s991,TV Show,Title 991,India,2012,nan,102 min,"May 28, 2008","Dramas, International"
s992,Movie,Title 992,United States,1983,PG,1 Seasons,"July 12, 2019",Comedies
s993,TV Show,Title 993,us,1980,R,164 min,"May 23, 2013","Dramas, International"
s994,tv show,Title 994,us,1955,R,8 Seasons,"April 09, 2008","Kids' TV, Children"
s995,tv show,Title 995,United States,2020,TV-14,7 Seasons,"March 21, 2024","Kids' TV, Children"
s996,TV Show,Title 996,Japan,1988,TV-PG,3 Seasons,"January 12, 2017","Dramas, International"
s997,TV Show,Title 997,India,2008,PG,2 Seasons,"December 03, 2012",Comedies
s998,Movie,Title 998,us,2017,PG,158 min,"June 29, 2018",Comedies
s999,tv show,Title 999,us,1963,TV-MA,107 min,"March 05, 2015",Comedies
s1000,Movie,Title 1000,South Korea,1959,nan,5 Seasons,"June 18, 2018",Action & Adventure
s1001,TV Show,Title 1001,Japan,1957,R,2 Seasons,"June 29, 2021",Comedies
s1002,TV Show,Title 1002,India,2021,PG,149 min,"September 13, 2018","Dramas, International"
s1003,TV Show,Title 1003,United Kingdom,1981,PG,6 Seasons,"August 11, 2018","Dramas, International"
s1004,Movie,Title 1004,,1989,nan,6 Seasons,"October 25, 2020",Documentaries
s1005,Movie,Title 1005,United States,1959,nan,4 Seasons,"December 05, 2020","Dramas, International"
s1006,Movie,Title 1006,,1969,nan,8 Seasons,"July 04, 2013","Kids' TV, Children"
s1007,Movie,Title 1007,United Kingdom,1970,R,8 Seasons,"April 02, 2017","Dramas, International"
s1008,Movie,Title 1008,South Korea,2022,PG,159 min,"December 23, 2021",Documentaries
s1009,Movie,Title 1009,United Kingdom,2006,PG,114 min,"June 24, 2016","Dramas, International"
s1010,TV Show,Title 1010,South Korea,1988,PG-13,137 min,"April 03, 2015","Dramas, International"
s1011,movie,Title 1011,India,1995,nan,68 min,"October 14, 2017","Kids' TV, Children"
s1012,Movie,Title 1012,India,1985,R,3 Seasons,"December 28, 2008","Dramas, International"
s1013,Movie,Title 1013,us,1958,nan,8 Seasons,"February 10, 2024","Dramas, International"
s1014,Movie,Title 1014,South Korea,1981,TV-MA,4 Seasons,"September 13, 2018",Documentaries
s1015,Movie,Title 1015,South Korea,2007,TV-14,2 Seasons,"July 24, 2008",Documentaries
s1016,Movie,Title 1016,United Kingdom,2016,TV-PG,93 min,"August 18, 2013","Dramas, International"
s1017,Movie,Title 1017,,2011,TV-PG,1 Seasons,"May 06, 2017",Comedies
s1018,Movie,Title 1018,Japan,1964,PG,3 Seasons,"June 07, 2018",Action & Adventure
s1019,Movie,Title 1019,South Korea,2012,TV-14,8 Seasons,"January 24, 2024","Dramas, International"
s1020,Movie,Title 1020,South Korea,1969,TV-PG,4 Seasons,"February 17, 2014",Comedies
s1021,TV Show,Title 1021,,1955,TV-MA,167 min,"March 06, 2015","Kids' TV, Children"
s1022,Movie,Title 1022,Japan,1974,TV-MA,4 Seasons,"March 06, 2016",Comedies
s1023,Movie,Title 1023,United Kingdom,1981,TV-PG,77 min,"December 25, 2018","Dramas, International"
s1024,Movie,Title 1024,Japan,1959,TV-MA,94 min,"February 14, 2017",Action & Adventure
s1025,movie,Title 1025,,1998,nan,79 min,"July 22, 2017",Action & Adventure
s1026,Movie,Title 1026,,2014,PG,3 Seasons,"August 19, 2019",Action & Adventure
s1027,TV Show,Title 1027,United Kingdom,2015,TV-14,97 min,"January 08, 2022","Dramas, International"
s1028,Movie,Title 1028,Japan,1989,TV-PG,3 Seasons,"November 12, 2012","Kids' TV, Children"
s1029,TV Show,Title 1029,,1973,R,1 Seasons,"April 10, 2020","Kids' TV, Children"
s1030,Movie,Title 1030,India,1997,TV-MA,2 Seasons,"January 01, 2019","Dramas, International"
s1031,Movie,Title 1031,India,1972,PG-13,62 min,"November 02, 2017",Action & Adventure
s1032,TV Show,Title 1032,United Kingdom,2016,TV-MA,5 Seasons,"October 29, 2011",Comedies
s1033,TV Show,Title 1033,,1985,TV-MA,4 Seasons,"May 24, 2019","Dramas, International"
s1034,Movie,Title 1034,United Kingdom,1989,PG-13,1 Seasons,"December 29, 2020",Action & Adventure
s1035,Movie,Title 1035,United States,1995,TV-14,176 min,"February 23, 2013",Action & Adventure
s1036,tv show,Title 1036,South Korea,1974,PG-13,89 min,"October 19, 2011",Documentaries
s1037,Movie,Title 1037,United Kingdom,2024,PG-13,170 min,"March 12, 2014",Action & Adventure
s1038,Movie,Title 1038,Japan,1992,TV-MA,80 min,"March 07, 2009","Kids' TV, Children"
s1039,movie,Title 1039,United Kingdom,1955,TV-PG,148 min,"August 29, 2021","Dramas, International"
s1040,Movie,Title 1040,,1990,TV-MA,6 Seasons,"August 18, 2008",Documentaries
s1041,Movie,Title 1041,,1982,R,137 min,"February 11, 2012",Action & Adventure
s1042,Movie,Title 1042,India,1975,TV-14,93 min,"October 31, 2017","Kids' TV, Children"
s1043,Movie,Title 1043,United States,1964,R,3 Seasons,"September 06, 2010","Dramas, International"
s1044,Movie,Title 1044,United Kingdom,1971,TV-MA,71 min,"April 22, 2013",Comedies
s1045,Movie,Title 1045,United States,1996,PG,6 Seasons,"August 18, 2009",Action & Adventure
s1046,Movie,Title 1046,South Korea,1980,TV-14,7 Seasons,"June 09, 2017",Action & Adventure
s1047,Movie,Title 1047,South Korea,1994,nan,88 min,"June 04, 2010","Kids' TV, Children"
s1048,TV Show,Title 1048,United States,2006,TV-MA,112 min,"February 07, 2013",Action & Adventure
s1049,TV Show,Title 1049,United Kingdom,1985,TV-PG,130 min,"October 30, 2009",Action & Adventure
s1050,Movie,Title 1050,South Korea,1966,PG-13,7 Seasons,"March 22, 2015","Kids' TV, Children"
s1051,Movie,Title 1051,Japan,2000,TV-14,5 Seasons,"March 29, 2018","Kids' TV, Children"
s1052,Movie,Title 1052,United Kingdom,2024,TV-PG,98 min,"April 17, 2022",Comedies
s1053,TV Show,Title 1053,India,2012,nan,6 Seasons,"January 09, 2019","Kids' TV, Children"
s1054,Movie,Title 1054,United Kingdom,1971,PG,3 Seasons,"March 04, 2023","Kids' TV, Children"
s1055,TV Show,Title 1055,United Kingdom,2013,nan,5 Seasons,"December 14, 2011",Documentaries
s1056,Movie,Title 1056,us,1974,PG,5 Seasons,"September 15, 2008",Action & Adventure
s1057,Movie,Title 1057,Japan,1962,nan,140 min,"December 03, 2013","Kids' TV, Children"
s1058,Movie,Title 1058,us,1963,R,1 Seasons,"July 30, 2023",Action & Adventure
s1059,Movie,Title 1059,India,2009,PG,1 Seasons,"May 02, 2017",Documentaries
s1060,TV Show,Title 1060,us,1982,TV-14,8 Seasons,"April 17, 2016",Comedies
s1061,TV Show,Title 1061,Japan,2019,PG,3 Seasons,"October 31, 2014",Action & Adventure
s1062,Movie,Title 1062,United Kingdom,1981,TV-MA,2 Seasons,"February 24, 2020","Kids' TV, Children"
s1063,tv show,Title 1063,South Korea,1959,TV-14,71 min,"September 18, 2012","Dramas, International"
s1064,TV Show,Title 1064,Japan,2002,TV-14,8 Seasons,"April 09, 2023","Dramas, International"
s1065,Movie,Title 1065,,1996,TV-MA,7 Seasons,"March 24, 2022","Kids' TV, Children"
s1066,Movie,Title 1066,India,2017,nan,139 min,"February 04, 2011","Kids' TV, Children"
s1067,TV Show,Title 1067,us,2022,TV-14,148 min,"September 05, 2012",Action & Adventure
s1068,Movie,Title 1068,,1972,TV-PG,151 min,"April 11, 2014",Documentaries
s1069,TV Show,Title 1069,South Korea,1972,TV-PG,7 Seasons,"July 20, 2019","Dramas, International"
s1070,TV Show,Title 1070,us,2011,R,2 Seasons,"July 28, 2022",Documentaries
s1071,Movie,Title 1071,,1981,nan,163 min,"September 05, 2018","Dramas, International"
s1072,TV Show,Title 1072,United States,1976,PG,167 min,"July 13, 2016","Dramas, International"
s1073,Movie,Title 1073,Japan,1965,nan,2 Seasons,"July 02, 2014",Documentaries
s1074,Movie,Title 1074,us,1983,TV-PG,5 Seasons,"September 28, 2022",Action & Adventure
